"cruise"	"ship"	"ship_code"	"sample_number"	"time_UTC"	"lat_degN"	"lon_degE"	"start_temp_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_deg"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_lat_degN"	"stop_lon_degE"	"stop_temp_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_deg"	"stop_pump_speed_M3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"resorted"	"Year"	"date"
199707	"DAVID STARR JORDAN"	"JD"	314	1997-07-12 12:34:21	33.5551	-120.8098	15.842	33.528	17.4	326.7431	0.64	1997-07-12 12:53:21	33.5785	-120.7557	15.654	33.638	15.05	323.6213	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	314	1998-02-04 21:00:03	33.4817	-120.9596	15.821	33.385	9.79	276.969	0.64	1998-02-04 21:30:03	33.5249	-120.8794	15.371	33.205	11.72	279.8692	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-04"
199707	"DAVID STARR JORDAN"	"JD"	315	1997-07-12 14:53:19	33.5851	-120.7712	15.721	33.59	14.35	326.137	0.64	1997-07-12 15:35:24	33.6408	-120.6496	17.022	33.504	15.29	335.6657	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	315	1998-02-04 21:30:03	33.5249	-120.8794	15.371	33.205	11.72	279.8692	0.64	1998-02-04 22:00:03	33.5597	-120.7954	15.294	33.154	5.75	305.2753	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-04"
199803	"DAVID STARR JORDAN"	"JD"	315	1998-02-23 19:20:01	34.0232	-119.3957	15.507	33.207	20.46	197.2848	0.64	1998-02-23 19:30:01	34.0234	-119.4128	15.451	33.185	23.45	167.3835	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	315	1998-04-13 07:00:02	32.7919	-122.3606	14.944	33.256	14.29	270.3983	0.64	1998-04-13 07:30:02	32.8342	-122.2773	14.742	33.228	17.86	288.0428	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	316	1998-04-13 07:30:02	32.8342	-122.2773	14.742	33.228	17.86	288.0428	0.64	1998-04-13 08:00:02	32.8784	-122.1949	14.639	33.187	16.61	283.7532	0.64	0	0	0	0	0	1	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	316	1998-02-23 19:30:01	34.0234	-119.4128	15.451	33.185	23.45	167.3835	0.64	1998-02-23 19:40:01	34.0264	-119.4237	15.498	33.225	19.51	113.5847	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	316	1997-07-12 15:35:24	33.6408	-120.6496	17.022	33.504	15.29	335.6657	0.64	1997-07-12 16:04:22	33.6771	-120.5643	16.889	33.612	14.56	341.7763	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	316	1998-02-04 22:00:03	33.5597	-120.7954	15.294	33.154	5.75	305.2753	0.64	1998-02-04 22:14:06	33.577	-120.7574	15.284	33.159	6.3	297.592	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-04"
199802	"DAVID STARR JORDAN"	"JD"	317	1998-02-05 01:28:02	33.5667	-120.7971	15.247	33.152	4.54	303.2421	0.64	1998-02-05 02:00:00	33.6037	-120.716	15.466	33.247	4.59	250.9465	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	317	1997-07-12 16:04:22	33.6771	-120.5643	16.889	33.612	14.56	341.7763	0.64	1997-07-12 16:34:21	33.7162	-120.4764	16.767	33.503	14.44	331.7303	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199803	"DAVID STARR JORDAN"	"JD"	317	1998-02-23 19:49:59	34.0251	-119.427	15.478	33.221	14.12	106.3895	0.64	1998-02-23 20:00:00	34.0266	-119.4201	15.499	33.224	13.88	123.3923	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	317	1998-04-13 08:00:02	32.8784	-122.1949	14.639	33.187	16.61	283.7532	0.64	1998-04-13 08:23:08	32.91	-122.1306	14.656	33.19	16.22	281.1764	0.64	0	0	0	0	0	1	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	318	1998-04-13 10:00:31	32.896	-122.1189	14.711	33.206	17.13	271.8296	0.64	1998-04-13 10:30:07	32.9426	-122.0355	14.829	33.231	17.01	267.6565	0.64	0	0	0	0	0	1	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	318	1998-02-23 20:00:00	34.0266	-119.4201	15.499	33.224	13.88	123.3923	0.64	1998-02-23 20:09:52	34.0274	-119.4373	15.455	33.227	20.34	187.3185	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	318	1997-07-12 16:34:21	33.7162	-120.4764	16.767	33.503	14.44	331.7303	0.64	1997-07-12 16:54:21	33.7417	-120.4188	16.923	33.464	14.86	320.7009	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	318	1998-02-05 02:00:00	33.6037	-120.716	15.466	33.247	4.59	250.9465	0.64	1998-02-05 02:30:03	33.6418	-120.6263	15.592	33.354	7.8	237.8821	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	319	1997-07-12 19:44:20	33.7898	-120.4275	16.895	33.529	13.24	314.513	0.64	1997-07-12 20:04:19	33.8077	-120.3637	16.773	33.539	14.61	313.9437	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	319	1998-02-05 02:30:03	33.6418	-120.6263	15.592	33.354	7.8	237.8821	0.64	1998-02-05 03:00:03	33.6845	-120.5418	15.467	33.391	6.88	246.4685	0.64	0	0	NA	0	1	1	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	319	1998-02-23 20:09:52	34.0274	-119.4373	15.455	33.227	20.34	187.3185	0.64	1998-02-23 20:19:51	34.0227	-119.45	15.541	33.218	31.16	225.7554	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	319	1998-04-13 10:30:07	32.9426	-122.0355	14.829	33.231	17.01	267.6565	0.64	1998-04-13 11:00:18	32.9598	-121.9613	14.792	33.23	15.76	263.7104	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	320	1998-04-13 11:00:18	32.9598	-121.9613	14.792	33.23	15.76	263.7104	0.64	1998-04-13 11:30:07	33.0074	-121.8825	14.725	33.219	15.93	263.8882	0.64	0	0	0	0	1	5	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	320	1998-02-23 20:19:51	34.0227	-119.45	15.541	33.218	31.16	225.7554	0.64	1998-02-23 20:29:51	34.0315	-119.4495	15.693	33.249	19.95	216.955	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	320	1997-07-12 20:04:19	33.8077	-120.3637	16.773	33.539	14.61	313.9437	0.64	1997-07-12 20:34:16	33.8366	-120.2695	16.642	33.558	12.83	314.4122	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	320	1998-02-05 03:00:03	33.6845	-120.5418	15.467	33.391	6.88	246.4685	0.64	1998-02-05 03:30:03	33.7241	-120.4576	15.461	33.295	6.17	257.9616	0.64	0	0	NA	0	2	0	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	321	1997-07-12 20:34:17	NA	NA	NA	NA	0	0	0.64	1997-07-12 21:15:16	NA	NA	NA	NA	0	NA	0.64	0	0	0	0	NA	66	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	321	1998-02-05 03:30:03	33.7241	-120.4576	15.461	33.295	6.17	257.9616	0.64	1998-02-05 03:45:13	33.7437	-120.4141	15.443	33.276	6.07	242.3368	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	321	1998-02-23 20:29:51	34.0315	-119.4495	15.693	33.249	19.95	216.955	0.64	1998-02-23 20:39:51	34.0358	-119.433	15.629	33.153	22.43	235.9777	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	321	1998-04-13 11:30:07	33.0074	-121.8825	14.725	33.219	15.93	263.8882	0.64	1998-04-13 12:00:02	33.0498	-121.8092	14.701	33.207	14.06	262.218	0.64	0	0	0	0	2	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	322	1998-04-13 12:00:02	33.0498	-121.8092	14.701	33.207	14.06	262.218	0.64	1998-04-13 12:30:03	33.0861	-121.74	14.67	33.187	13.21	264.8321	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-13"
199707	"DAVID STARR JORDAN"	"JD"	322	1997-07-12 23:14:17	33.8783	-120.1644	17.608	33.32	11.54	303.3781	0.64	1997-07-12 23:34:14	33.8709	-120.1031	17.947	33.467	15.47	284.1112	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-12"
199803	"DAVID STARR JORDAN"	"JD"	322	1998-02-23 20:39:51	34.0358	-119.433	15.629	33.153	22.43	235.9777	0.64	1998-02-23 20:49:50	34.0327	-119.4157	15.677	33.249	9.66	255.1391	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	322	1998-02-05 06:08:14	33.7513	-120.3961	15.442	33.283	6.71	197.0143	0.64	1998-02-05 06:30:01	33.7778	-120.3412	15.572	33.44	7.79	208.3205	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	323	1998-02-23 20:49:50	34.0327	-119.4157	15.677	33.249	9.66	255.1391	0.64	1998-02-23 20:59:51	34.0295	-119.3998	15.539	33.225	11.4	248.5889	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	323	1997-07-12 23:34:14	33.8709	-120.1031	17.947	33.467	15.47	284.1112	0.64	1997-07-13 00:04:17	33.8787	-120.0006	18.44	33.566	16.02	268.7029	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-12"
199802	"DAVID STARR JORDAN"	"JD"	323	1998-02-05 06:30:01	33.7778	-120.3412	15.572	33.44	7.79	208.3205	0.64	1998-02-05 07:00:02	33.8222	-120.2543	15.901	33.519	9.62	215.3534	0.64	0	0	NA	0	1	1	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	323	1998-04-13 12:30:03	33.0861	-121.74	14.67	33.187	13.21	264.8321	0.64	1998-04-13 13:00:04	33.121	-121.672	14.918	33.276	18.2	272.3371	0.64	0	0	0	0	2	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	324	1998-04-13 13:00:04	33.121	-121.672	14.918	33.276	18.2	272.3371	0.64	1998-04-13 13:30:13	33.1589	-121.605	14.963	33.287	17.76	274.795	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-13"
199707	"DAVID STARR JORDAN"	"JD"	324	1997-07-13 00:04:16	NA	NA	NA	NA	0	0	0.64	1997-07-13 00:34:16	NA	NA	NA	NA	0	NA	0.64	0	0	0	0	NA	18	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	324	1998-02-23 20:59:51	34.0295	-119.3998	15.539	33.225	11.4	248.5889	0.64	1998-02-23 21:10:04	34.0349	-119.3817	15.565	33.229	17.23	236.7994	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	324	1998-02-05 07:00:02	33.8222	-120.2543	15.901	33.519	9.62	215.3534	0.64	1998-02-05 07:30:03	33.8631	-120.1665	16.056	33.584	9.97	227.1377	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-05"
199802	"DAVID STARR JORDAN"	"JD"	325	1998-02-05 07:30:03	33.8631	-120.1665	16.056	33.584	9.97	227.1377	0.64	1998-02-05 07:42:12	33.8792	-120.1345	16.029	33.601	9.03	206.2439	0.64	0	5	NA	0	0	0	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	325	1998-04-13 13:30:13	33.1589	-121.605	14.963	33.287	17.76	274.795	0.64	1998-04-13 14:00:04	33.194	-121.5376	14.788	33.245	17.35	274.0209	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199707	"DAVID STARR JORDAN"	"JD"	325	1997-07-13 01:05:45	33.8986	-119.7967	18.859	33.435	16.19	307.4494	0.64	1997-07-13 01:08:25	33.8994	-119.7883	18.926	33.457	16.19	303.8682	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	325	1998-02-23 21:10:04	34.0349	-119.3817	15.565	33.229	17.23	236.7994	0.64	1998-02-23 21:19:53	34.0377	-119.3636	15.101	33.002	13.14	241.929	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	326	1998-04-13 14:00:04	33.194	-121.5376	14.788	33.245	17.35	274.0209	0.64	1998-04-13 14:30:03	33.2303	-121.472	14.645	33.199	14.38	261.6101	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199707	"DAVID STARR JORDAN"	"JD"	326	1997-07-13 02:07:19	33.9302	-119.6006	20.565	33.688	5.56	10.1946	0.64	1997-07-13 02:07:36	33.9305	-119.5998	20.533	33.704	5.23	10.2134	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	326	1998-02-23 21:19:53	34.0377	-119.3636	15.101	33.002	13.14	241.929	0.64	1998-02-23 21:29:51	34.0341	-119.3468	15.086	32.985	7.72	263.5047	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	326	1998-02-05 09:30:02	33.8798	-120.1129	15.955	33.563	8.7	207.0841	0.64	1998-02-05 10:00:00	33.8834	-120.0186	15.93	33.563	6.65	188.1175	0.64	0	22	NA	0	0	6	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	327	1998-04-13 14:30:03	33.2303	-121.472	14.645	33.199	14.38	261.6101	0.64	1998-04-13 15:01:41	33.2673	-121.3998	14.617	33.191	13.97	259.2525	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	327	1998-02-23 21:29:51	34.0341	-119.3468	15.086	32.985	7.72	263.5047	0.64	1998-02-23 21:39:51	34.0202	-119.3399	15.285	33.102	5.65	233.8432	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	327	1997-07-13 02:07:36	33.9305	-119.5998	20.533	33.704	5.23	10.2134	0.64	1997-07-13 02:07:46	33.9307	-119.5993	20.507	33.717	5.37	11.0675	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	327	1998-02-05 10:00:00	33.8834	-120.0186	15.93	33.563	6.65	188.1175	0.64	1998-02-05 10:30:02	33.8896	-119.924	16.642	33.694	5.76	187.1596	0.64	0	25	NA	0	0	3	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	328	1998-04-13 15:01:41	33.2673	-121.3998	14.617	33.191	13.97	259.2525	0.64	1998-04-13 15:30:11	33.265	-121.4056	14.624	33.192	21.99	306.8224	0.64	0	0	0	0	0	2	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	328	1998-02-23 21:39:51	34.0202	-119.3399	15.285	33.102	5.65	233.8432	0.64	1998-02-23 21:49:52	34.019	-119.3445	15.501	33.195	8.79	245.4056	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	328	1998-02-05 10:30:02	33.8896	-119.924	16.642	33.694	5.76	187.1596	0.64	1998-02-05 10:59:59	33.8949	-119.8298	16.801	33.784	7.12	211.3128	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	328	1997-07-13 02:07:46	33.9307	-119.5993	20.507	33.717	5.37	11.0675	0.64	1997-07-13 02:34:16	33.9711	-119.5244	20.952	33.29	3.48	208.518	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	329	1998-02-05 10:59:59	33.8949	-119.8298	16.801	33.784	7.12	211.3128	0.64	1998-02-05 11:30:04	33.9009	-119.7346	16.65	33.736	7.85	195.6243	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	329	1997-07-13 02:34:16	33.9711	-119.5244	20.952	33.29	3.48	208.518	0.64	1997-07-13 03:04:16	34.0494	-119.501	19.168	33.636	15.25	298.5194	0.64	0	0	0	0	NA	26	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	329	1998-02-23 21:49:52	34.019	-119.3445	15.501	33.195	8.79	245.4056	0.64	1998-02-23 21:59:52	34.0212	-119.3607	15.424	33.154	7.7	245.1684	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	329	1998-04-13 15:30:11	33.265	-121.4056	14.624	33.192	21.99	306.8224	0.64	1998-04-13 16:00:12	33.2451	-121.4433	14.646	33.195	8.87	299.9015	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	330	1998-04-13 19:01:03	33.2432	-121.4393	14.659	33.192	13.36	314.1238	0.64	1998-04-13 19:30:03	33.2813	-121.3604	14.701	33.196	12.46	317.2408	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	330	1998-02-23 21:59:52	34.0212	-119.3607	15.424	33.154	7.7	245.1684	0.64	1998-02-23 22:10:17	34.0192	-119.3781	15.43	33.163	6.6	240.6343	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	330	1997-07-13 03:04:16	34.0494	-119.501	19.168	33.636	15.25	298.5194	0.64	1997-07-13 03:34:16	34.1345	-119.504	18.987	33.738	12.45	284.3563	0.64	0	0	0	0	NA	37	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	330	1998-02-05 11:30:04	33.9009	-119.7346	16.65	33.736	7.85	195.6243	0.64	1998-02-05 12:00:03	33.9082	-119.6371	16.858	33.773	4.81	178.1082	0.64	0	0	NA	0	0	4	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	331	1998-02-23 22:10:17	34.0192	-119.3781	15.43	33.163	6.6	240.6343	0.64	1998-02-23 22:19:51	34.015	-119.3933	15.339	33.086	5.93	242.9884	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	331	1997-07-13 03:34:16	34.1345	-119.504	18.987	33.738	12.45	284.3563	0.64	1997-07-13 03:50:16	34.1773	-119.5079	18.665	33.593	12.35	281.8795	0.64	0	0	0	0	NA	3	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	331	1998-02-05 12:00:03	33.9082	-119.6371	16.858	33.773	4.81	178.1082	0.64	1998-02-05 12:30:02	33.9166	-119.5413	16.455	33.674	5.74	198.8904	0.64	5	1	NA	0	0	1	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	331	1998-04-13 19:30:03	33.2813	-121.3604	14.701	33.196	12.46	317.2408	0.64	1998-04-13 20:00:02	33.3239	-121.2757	14.734	33.204	13.06	308.7368	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	332	1998-04-13 20:00:02	33.3239	-121.2757	14.734	33.204	13.06	308.7368	0.64	1998-04-13 20:30:02	33.3663	-121.1891	14.741	33.2	14.19	295.9857	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-13"
199707	"DAVID STARR JORDAN"	"JD"	332	1997-07-13 05:15:18	34.173	-119.5235	18.717	33.597	11.52	266.2307	0.64	1997-07-13 05:34:14	34.1967	-119.4702	18.757	33.459	10.57	271.0644	0.64	0	0	0	0	NA	8	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	332	1998-02-23 22:19:51	34.015	-119.3933	15.339	33.086	5.93	242.9884	0.64	1998-02-23 22:29:53	34.0136	-119.4097	15.315	33.019	3.78	210.8241	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	332	1998-02-05 12:30:02	33.9166	-119.5413	16.455	33.674	5.74	198.8904	0.64	1998-02-05 13:00:02	33.9887	-119.4975	16.714	33.729	5.38	179.5549	0.64	0	3	NA	0	0	1	"t"	"1998"	"1998-02-05"
199802	"DAVID STARR JORDAN"	"JD"	333	1998-02-05 13:00:02	33.9887	-119.4975	16.714	33.729	5.38	179.5549	0.64	1998-02-05 13:30:06	34.0619	-119.4808	16.666	33.732	13.73	68.2368	0.64	0	5	NA	0	0	0	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	333	1997-07-13 05:34:14	34.1967	-119.4702	18.757	33.459	10.57	271.0644	0.64	1997-07-13 05:54:16	34.2244	-119.4118	18.458	33.511	10.3	282.2318	0.64	0	0	0	0	NA	118	"t"	"1997"	"1997-07-13"
199803	"DAVID STARR JORDAN"	"JD"	333	1998-02-23 22:29:53	34.0136	-119.4097	15.315	33.019	3.78	210.8241	0.64	1998-02-23 22:39:57	34.0188	-119.4251	15.314	33.07	9.83	267.5699	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	333	1998-04-13 20:30:02	33.3663	-121.1891	14.741	33.2	14.19	295.9857	0.64	1998-04-13 21:00:01	33.4075	-121.1023	14.616	33.164	11.34	289.2928	0.64	0	0	0	0	2	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	334	1998-04-13 21:00:01	33.4075	-121.1023	14.616	33.164	11.34	289.2928	0.64	1998-04-13 21:30:00	33.4504	-121.0172	14.617	33.177	10.95	290.272	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	334	1998-02-23 22:39:57	34.0188	-119.4251	15.314	33.07	9.83	267.5699	0.64	1998-02-23 22:49:52	34.0189	-119.441	15.143	33.167	7.54	231.2667	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	334	1997-07-13 06:49:14	34.2263	-119.4407	18.374	33.573	10	287.8838	0.64	1997-07-13 07:04:18	34.2314	-119.49	18.249	33.56	9.78	279.2958	0.64	0	7	0	0	NA	79	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	334	1998-02-05 13:30:06	34.0619	-119.4808	16.666	33.732	13.73	68.2368	0.64	1998-02-05 14:00:01	34.1481	-119.5022	16.448	33.507	11.79	80.5328	0.64	2	2	NA	0	0	2	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	335	1998-02-23 22:49:52	34.0189	-119.441	15.143	33.167	7.54	231.2667	0.64	1998-02-23 22:59:51	34.0189	-119.4543	15.045	32.939	6.89	211.1445	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199707	"DAVID STARR JORDAN"	"JD"	335	1997-07-13 07:04:18	34.2314	-119.49	18.249	33.56	9.78	279.2958	0.64	1997-07-13 07:34:16	34.2401	-119.589	18.561	33.527	9.13	277.4503	0.64	0	25	0	0	NA	103	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	335	1998-02-05 14:00:01	34.1481	-119.5022	16.448	33.507	11.79	80.5328	0.64	1998-02-05 14:10:05	34.1772	-119.5078	16.43	33.426	10.52	94.8467	0.64	0	2	NA	0	0	0	"t"	"1998"	"1998-02-05"
199804	"DAVID STARR JORDAN"	"JD"	335	1998-04-13 21:30:00	33.4504	-121.0172	14.617	33.177	10.95	290.272	0.64	1998-04-13 22:00:00	33.4928	-120.933	14.424	33.156	10.54	293.2452	0.64	0	0	0	0	3	0	"t"	"1998"	"1998-04-13"
199804	"DAVID STARR JORDAN"	"JD"	336	1998-04-13 22:00:00	33.4928	-120.933	14.424	33.156	10.54	293.2452	0.64	1998-04-13 22:30:00	33.5353	-120.8476	14.347	33.084	11.53	295.1279	0.64	33	0	0	0	4	0	"t"	"1998"	"1998-04-13"
199803	"DAVID STARR JORDAN"	"JD"	336	1998-02-23 22:59:51	34.0189	-119.4543	15.045	32.939	6.89	211.1445	0.64	1998-02-23 23:09:52	34.0263	-119.4422	15.04	32.913	6.72	208.4225	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199802	"DAVID STARR JORDAN"	"JD"	336	1998-02-05 15:30:36	34.2019	-119.5237	16.514	33.497	14.59	81.3758	0.64	1998-02-05 15:59:59	34.2124	-119.4744	16.654	33.61	15.02	78.2964	0.64	0	85	NA	0	0	89	"t"	"1998"	"1998-02-05"
199707	"DAVID STARR JORDAN"	"JD"	336	1997-07-13 07:34:16	34.2401	-119.589	18.561	33.527	9.13	277.4503	0.64	1997-07-13 08:04:21	34.2483	-119.6908	18.751	33.519	10.13	267.5059	0.64	0	25	0	0	NA	130	"t"	"1997"	"1997-07-13"
199707	"DAVID STARR JORDAN"	"JD"	337	1997-07-13 08:04:21	34.2483	-119.6908	18.751	33.519	10.13	267.5059	0.64	1997-07-13 08:34:21	34.2582	-119.7911	18.671	33.682	9.69	261.0704	0.64	0	0	0	0	NA	74	"t"	"1997"	"1997-07-13"
199802	"DAVID STARR JORDAN"	"JD"	337	1998-02-05 15:59:59	34.2124	-119.4744	16.654	33.61	15.02	78.2964	0.64	1998-02-05 16:30:02	34.222	-119.424	16.747	33.602	13.26	76.9466	0.64	0	49	NA	0	0	290	"t"	"1998"	"1998-02-05"
199803	"DAVID STARR JORDAN"	"JD"	337	1998-02-23 23:09:52	34.0263	-119.4422	15.04	32.913	6.72	208.4225	0.64	1998-02-23 23:19:52	34.0267	-119.4261	15.023	32.892	5.68	190.9056	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-23"
199804	"DAVID STARR JORDAN"	"JD"	337	1998-04-13 22:30:00	33.5353	-120.8476	14.347	33.084	11.53	295.1279	0.64	1998-04-13 23:00:01	33.5759	-120.7603	14.261	33.087	9.6	293.1533	0.64	9	0	0	2	2	0	"t"	"1998"	"1998-04-13"
